1,  175,  65
1,  165,  49
1,  162,  45
1,  172,  66
1,  180,  63
1,  164,  54
1,  170,  61
1,  172,  62
1,  168,  51
1,  180,  85
1,  164,  56
1,  183,  75
1,  166,  75
1,  170,  60
1,  175,  69
1,  180,  50
1,  173,  53
1,  178,  70
1,  175,  62
1,  171,  62
1,  180,  62
1,  180,  72
1,  168,  59
1,  174,  56
1,  173,  55
1,  180,  73
1,  167,  63
1,  179,  85
1,  168,  55
1,  170,  50
1,  169,  50
1,  177,  58
1,  176,  55
1,  172,  78
1,  175,  75
1,  162,  50
1,  165,  80
1,  171,  86
1,  170,  56
1,  174,  70
1,  173,  59
1,  170,  50
1,  165,  54
1,  173,  68
1,  162,  51
1,  174,  63
1,  169,  43
1,  175,  80
1,  178,  84
1,  165,  57
1,  165,  46
1,  175,  74
1,  165,  60
1,  171,  60
1,  181,  68
1,  168,  60
1,  154,  54
1,  172,  60
1,  171,  52
1,  178,  58
1,  179,  60
1,  165,  52
1,  173,  48
1,  169,  55
1,  167,  60
1,  173,  65
1,  178,  58
1,  167,  56
1,  176,  75
1,  169,  53
1,  172,  46
1,  174,  64
1,  173,  72
1,  171,  59
1,  158,  52
1,  169,  60
1,  182,  65
1,  173,  50
1,  169,  75
1,  168,  61
1,  168,  47
1,  169,  49
1,  169,  58
1,  170,  60
1,  173,  62
1,  160,  58
1,  167,  52
1,  164,  58
1,  177,  65
1,  171,  55
1,  175,  59
1,  180,  70
1,  170,  51
1,  181,  57
1,  174,  54
1,  180,  65
1,  175,  68
1,  172,  66
1,  174,  72
1,  169,  72
1,  175,  70
1,  168,  51
1,  181,  67
1,  172,  62
1,  171,  87
1,  163,  60
1,  173,  57
1,  181,  65
1,  172,  59
1,  173,  54
1,  172,  87
1,  178,  62
1,  172,  59
1,  178,  85
1,  172,  64
1,  178,  57
1,  167,  56
1,  170,  52
1,  169,  51
1,  178,  79
1,  174,  61
1,  185,  64
1,  166,  65
1,  172,  66
1,  175,  55
1,  167,  56
1,  175,  81
1,  170,  90
1,  170,  76
1,  190,  76
1,  172,  60
1,  170,  58
1,  173,  59
1,  181,  67
1,  177,  66
1,  170,  50
1,  173,  63
1,  174,  82
1,  169,  48
1,  185,  58
1,  174,  68
1,  164,  64
1,  163,  90
1,  172,  60
1,  182,  63
1,  164,  54
1,  175,  71
1,  170,  61
1,  166,  51
1,  178,  58
1,  170,  52
1,  171,  78
1,  170,  60
1,  173,  65
0,  159,  42
0,  154,  42
0,  157,  54
0,  165,  50
0,  151,  49
0,  155,  41
0,  155,  55
0,  165,  62
0,  160,  47
0,  157,  70
0,  150,  36
0,  150,  41
0,  170,  50
0,  158,  45
0,  150,  65
0,  152,  43
0,  154,  47
0,  158,  46
0,  152,  45
0,  152,  51
0,  148,  43
0,  163,  59
0,  163,  50
0,  156,  51
0,  160,  55
0,  155,  55
0,  159,  42
0,  154,  42
0,  157,  54
0,  165,  50
0,  151,  49
0,  155,  41
0,  155,  55
0,  165,  62
0,  160,  47
0,  157,  70
0,  150,  36
0,  150,  41
0,  170,  50
0,  158,  45
0,  150,  65
0,  152,  43
0,  154,  47
0,  158,  46
0,  152,  45
0,  152,  51
0,  148,  43
0,  163,  59
0,  163,  50
0,  156,  51
0,  160,  55
0,  155,  55
0,  159,  42
0,  154,  42
0,  157,  54
0,  165,  50
0,  151,  49
0,  155,  41
0,  155,  55
0,  165,  62
0,  160,  47
0,  157,  70
0,  150,  36
0,  150,  41
0,  170,  50
0,  158,  45
0,  150,  65
0,  152,  43
0,  154,  47
0,  158,  46
0,  152,  45
0,  152,  51
0,  148,  43
0,  163,  59
0,  163,  50
0,  156,  51
0,  160,  55
0,  155,  55
0,  159,  42
0,  154,  42
0,  157,  54
0,  165,  50
0,  151,  49
0,  155,  41
0,  155,  55
0,  165,  62
0,  160,  47
0,  157,  70
0,  150,  36
0,  150,  41
0,  170,  50
0,  158,  45
0,  150,  65
0,  152,  43
0,  154,  47
0,  158,  46
0,  152,  45
0,  152,  51
0,  148,  43
0,  163,  59
0,  163,  50
0,  156,  51
0,  160,  55
0,  155,  55
0,  159,  42
0,  154,  42
0,  157,  54
0,  165,  50
0,  151,  49
0,  155,  41
0,  155,  55
0,  165,  62
0,  160,  47
0,  157,  70
0,  150,  36
0,  150,  41
0,  170,  50
0,  158,  45
0,  150,  65
0,  152,  43
0,  154,  47
0,  158,  46
0,  152,  45
0,  152,  51
0,  148,  43
0,  163,  59
0,  163,  50
0,  156,  51
0,  160,  55
0,  155,  55
0,  159,  42
0,  154,  42
0,  157,  54
0,  165,  50
0,  151,  49
0,  155,  41
0,  155,  55
0,  165,  62
0,  160,  47
0,  157,  70
0,  150,  36
0,  150,  41
0,  170,  50
0,  158,  45
0,  150,  65
0,  152,  43
0,  154,  47
0,  158,  46
0,  152,  45
0,  152,  51
0,  148,  43
0,  163,  59
0,  163,  50
0,  156,  51
0,  160,  55
0,  155,  55
0,  159,  42
0,  154,  42
0,  157,  54
0,  165,  50
0,  151,  49
0,  155,  41
0,  155,  55
0,  165,  62
0,  160,  47
0,  157,  70
0,  150,  36
0,  150,  41
0,  170,  50
0,  158,  45
0,  150,  65
0,  152,  43
0,  154,  47
0,  158,  46
0,  152,  45
0,  152,  51
0,  148,  43
0,  163,  59
0,  163,  50
0,  156,  51
0,  160,  55
0,  155,  55
